task,repo,n,npass,pass_rate,n_steps,first_step,last_step,mean_step,first_solved_step,early_pass_rate,late_pass_rate,bucket,dynamics,pass_by_step
pandas:bf375608c10a6021c8933939a00c3b733cfee287,pandas,16,0,0.0,2,58,120,89.0,-1,0.0,0.0,dead_hard,never_solved,58:0/8;120:0/8
pandas:c07a910e40c3d187d41bca771aa2b0f6c0ecb3b6,pandas,24,0,0.0,3,17,143,80.3,-1,0.0,0.0,dead_hard,never_solved,17:0/8;81:0/8;143:0/8
pandas:c0e6baf3e5cea44d105c0e9ebb3bafbc9fb5fd27,pandas,24,0,0.0,3,33,158,95.0,-1,0.0,0.0,dead_hard,never_solved,33:0/8;94:0/8;158:0/8
pandas:c118953c380ed82b01e57caee4b8b58f993760f4,pandas,16,0,0.0,2,57,119,88.0,-1,0.0,0.0,dead_hard,never_solved,57:0/8;119:0/8
pandas:c1a492c7619d6e41071e766452d3ac34db5da756,pandas,16,0,0.0,2,78,141,109.5,-1,0.0,0.0,dead_hard,never_solved,78:0/8;141:0/8
pandas:c217656b9debe9c5fc2eda30a6a28e3112ee5d14,pandas,24,0,0.0,3,32,157,94.3,-1,0.0,0.0,dead_hard,never_solved,32:0/8;94:0/8;157:0/8
pandas:c21be0562a33d149b62735fc82aff80e4d5942f5,pandas,24,0,0.0,3,21,147,84.3,-1,0.0,0.0,dead_hard,never_solved,21:0/8;85:0/8;147:0/8
pandas:c239f54fdbab9a2bfc3c91c93a6662cb87e488a6,pandas,8,0,0.0,1,123,123,123.0,-1,0.0,0.0,dead_hard,never_solved,123:0/8
pandas:c271d4dd0b014c41bd91048fa6e8d33c5bf27b44,pandas,16,0,0.0,2,8,133,70.5,-1,0.0,0.0,dead_hard,never_solved,8:0/8;133:0/8
pandas:c275dbfcee0fa9644fa2718ad76fd91ca056069b,pandas,16,0,0.0,2,116,181,148.5,-1,0.0,0.0,dead_hard,never_solved,116:0/8;181:0/8
pandas:c2b81f281f674abf8e67328a5659b695f0a150ae,pandas,24,0,0.0,3,40,165,102.0,-1,0.0,0.0,dead_hard,never_solved,40:0/8;101:0/8;165:0/8
pandas:c39773ed00f3ff512ee0c0cb5d42f0e75b07d1fd,pandas,16,0,0.0,2,116,181,148.5,-1,0.0,0.0,dead_hard,never_solved,116:0/8;181:0/8
pandas:c41e500b2e145dcd1a07196daff14181c88fc379,pandas,24,0,0.0,3,35,160,97.0,-1,0.0,0.0,dead_hard,never_solved,35:0/8;96:0/8;160:0/8
pandas:c608a38945959eb2e79ec725158dabe16993a97a,pandas,24,0,0.0,3,16,142,79.0,-1,0.0,0.0,dead_hard,never_solved,16:0/8;79:0/8;142:0/8
pandas:c77aad21b8fd4126880fbce9f6a5125b03fc8a0a,pandas,24,0,0.0,3,27,153,90.0,-1,0.0,0.0,dead_hard,never_solved,27:0/8;90:0/8;153:0/8
pandas:c80f656aad987881dac5cbccfc957dc6c3cef866,pandas,24,0,0.0,3,7,132,69.7,-1,0.0,0.0,dead_hard,never_solved,7:0/8;70:0/8;132:0/8
pandas:c8a6d8c9ae7f5008d05f3c431fab94486b1d6e2e,pandas,16,0,0.0,2,62,124,93.0,-1,0.0,0.0,dead_hard,never_solved,62:0/8;124:0/8
pandas:c91683904b42aae92cee61e63d580f25017accb6,pandas,24,0,0.0,3,20,146,83.3,-1,0.0,0.0,dead_hard,never_solved,20:0/8;84:0/8;146:0/8
pandas:c92b3701efff16293bd110a3f06f458040b43d97,pandas,24,0,0.0,3,25,151,88.0,-1,0.0,0.0,dead_hard,never_solved,25:0/8;88:0/8;151:0/8
pandas:c967731bb539fb9831f7bdd6a88e365e163c4abd,pandas,16,0,0.0,2,60,121,90.5,-1,0.0,0.0,dead_hard,never_solved,60:0/8;121:0/8
pandas:c98b7824233e89ce32675a7e60ed2f9215e73d59,pandas,24,0,0.0,3,33,158,95.3,-1,0.0,0.0,dead_hard,never_solved,33:0/8;95:0/8;158:0/8
pandas:c9f2eccd3496e0d0641231acb00eb6b2f92d4f56,pandas,24,0,0.0,3,33,159,95.7,-1,0.0,0.0,dead_hard,never_solved,33:0/8;95:0/8;159:0/8
pandas:caf482da46547e6914406c4cc8b4bb2dadac6eab,pandas,24,0,0.0,3,52,178,114.7,-1,0.0,0.0,dead_hard,never_solved,52:0/8;114:0/8;178:0/8
pandas:caf81fac62071e9582379ea8c8a9cf40396f2fe7,pandas,24,0,0.0,3,21,147,84.3,-1,0.0,0.0,dead_hard,never_solved,21:0/8;85:0/8;147:0/8
pandas:cb04ad78b91dbb176cf11454285f9794f5a96ab6,pandas,24,0,0.0,3,16,142,79.0,-1,0.0,0.0,dead_hard,never_solved,16:0/8;79:0/8;142:0/8
pandas:cb5b2e6f5280df2d26b0a9550828c4bdf1098053,pandas,24,0,0.0,3,10,135,72.7,-1,0.0,0.0,dead_hard,never_solved,10:0/8;73:0/8;135:0/8
pandas:cb9a1c7d0319c34a97247973ca96af53ead8033a,pandas,16,0,0.0,2,49,175,112.0,-1,0.0,0.0,dead_hard,never_solved,49:0/8;175:0/8
pandas:cbbaf20b34feab95fecba2daeb329947a703173d,pandas,24,0,0.0,3,32,157,94.0,-1,0.0,0.0,dead_hard,never_solved,32:0/8;93:0/8;157:0/8
pandas:cbe88f3c231308b91c68c866a103f10fc0dc13be,pandas,24,0,0.0,3,14,139,76.3,-1,0.0,0.0,dead_hard,never_solved,14:0/8;76:0/8;139:0/8
pandas:cc3ab4adf89911a90f7093e88338ef2cfb8f86be,pandas,16,0,0.0,2,28,90,59.0,-1,0.0,0.0,dead_hard,never_solved,28:0/8;90:0/8
pandas:cc3b2f0a185e5e81ff219fc06f57eea92f629b2b,pandas,24,0,0.0,3,13,138,75.7,-1,0.0,0.0,dead_hard,never_solved,13:0/8;76:0/8;138:0/8
pandas:ccc1a25962f2d79d82b375a12c14f5ebd46f304c,pandas,24,0,0.0,3,53,180,116.0,-1,0.0,0.0,dead_hard,never_solved,53:0/8;115:0/8;180:0/8
pandas:cd5250211b3c79ec41da0f2a1ce0f4bfa3d1f3e6,pandas,24,0,0.0,3,37,163,99.7,-1,0.0,0.0,dead_hard,never_solved,37:0/8;99:0/8;163:0/8
pandas:ce082fb04a0cf597f673d35bc47afd6c2e3c3168,pandas,16,0,0.0,2,59,121,90.0,-1,0.0,0.0,dead_hard,never_solved,59:0/8;121:0/8
pandas:ce1205eb81e3178bf3efd3e73a360caa0f6618c4,pandas,8,0,0.0,1,123,123,123.0,-1,0.0,0.0,dead_hard,never_solved,123:0/8
pandas:ce34c1cee70021792b0c1b0db2c899069bbf0c1d,pandas,16,0,0.0,2,68,130,99.0,-1,0.0,0.0,dead_hard,never_solved,68:0/8;130:0/8
pandas:cf1aa9eb03a86bd35c04e5e305f245493b4325d3,pandas,16,0,0.0,2,36,97,66.5,-1,0.0,0.0,dead_hard,never_solved,36:0/8;97:0/8
pandas:cf5852bf71c171e52fd188efc9e0679c977a2b69,pandas,16,0,0.0,2,22,148,85.0,-1,0.0,0.0,dead_hard,never_solved,22:0/8;148:0/8
pandas:cffcfed01278c7a3b56dd40da8d49953b2402813,pandas,24,0,0.0,3,44,169,106.0,-1,0.0,0.0,dead_hard,never_solved,44:0/8;105:0/8;169:0/8
pandas:d04747c367d00ee03c5d008ce5670892d450e801,pandas,24,0,0.0,3,50,176,112.3,-1,0.0,0.0,dead_hard,never_solved,50:0/8;111:0/8;176:0/8
pandas:d0ca4b347b060bc4a49b2d31a818d5a28d1e665f,pandas,8,0,0.0,1,60,60,60.0,-1,0.0,0.0,dead_hard,never_solved,60:0/8
pandas:d0d93dbf9cebcb26924a276f4dc37651cb3844f9,pandas,24,0,0.0,3,2,127,64.7,-1,0.0,0.0,dead_hard,never_solved,2:0/8;65:0/8;127:0/8
pandas:d0db009842e5a187193678c1d483af1127af1978,pandas,24,0,0.0,3,29,154,91.3,-1,0.0,0.0,dead_hard,never_solved,29:0/8;91:0/8;154:0/8
pandas:d2aa44f50f6ac4789d4e351e4e52a53a358da42e,pandas,24,0,0.0,3,1,126,63.7,-1,0.0,0.0,dead_hard,never_solved,1:0/8;64:0/8;126:0/8
pandas:d343e59c14677fdf3f7e8065747fb8cc1a4cb19d,pandas,16,0,0.0,2,97,161,129.0,-1,0.0,0.0,dead_hard,never_solved,97:0/8;161:0/8
pandas:d3788525ee368db0b6565b72ab4eeba9140fd1d4,pandas,16,0,0.0,2,59,120,89.5,-1,0.0,0.0,dead_hard,never_solved,59:0/8;120:0/8
pandas:d43ac979fdf3038c713de93c7b27b4140be6c9c5,pandas,16,0,0.0,2,5,68,36.5,-1,0.0,0.0,dead_hard,never_solved,5:0/8;68:0/8
pandas:d5a5a4d306edde37f65b678b6d92e4fd11e1f5cf,pandas,16,0,0.0,2,57,119,88.0,-1,0.0,0.0,dead_hard,never_solved,57:0/8;119:0/8
pandas:d5cddbda958be26fa4eb6fbbcab8c5101f9be9f3,pandas,24,0,0.0,3,16,142,79.3,-1,0.0,0.0,dead_hard,never_solved,16:0/8;80:0/8;142:0/8
pandas:d5e4bc502afd62ae6eb3e739e07f0d077dc82cfa,pandas,24,0,0.0,3,18,144,81.0,-1,0.0,0.0,dead_hard,never_solved,18:0/8;81:0/8;144:0/8
pandas:d662e9740a8cd738970cce97e341640b00cadcf8,pandas,16,0,0.0,2,60,122,91.0,-1,0.0,0.0,dead_hard,never_solved,60:0/8;122:0/8
pandas:d6723fd5eee2ef9ceff1d724c7061ea78d01405c,pandas,24,0,0.0,3,10,135,72.7,-1,0.0,0.0,dead_hard,never_solved,10:0/8;73:0/8;135:0/8
pandas:d716feb14c7180863471401b9e7b7d447b070e0c,pandas,24,0,0.0,3,51,177,113.3,-1,0.0,0.0,dead_hard,never_solved,51:0/8;112:0/8;177:0/8
pandas:d7a5b838d8d6234f6bec5a30bfa33b24bd4afbd9,pandas,16,0,0.0,2,58,120,89.0,-1,0.0,0.0,dead_hard,never_solved,58:0/8;120:0/8
pandas:d7da0e68fcb4101d459a9b979e80558c9bfad4a1,pandas,24,0,0.0,3,39,164,101.0,-1,0.0,0.0,dead_hard,never_solved,39:0/8;100:0/8;164:0/8
pandas:d8041caec292446f22aa24ca0bb17d5cfa138f8b,pandas,24,0,0.0,3,48,174,110.7,-1,0.0,0.0,dead_hard,never_solved,48:0/8;110:0/8;174:0/8
pandas:d8046b5ceb4a3c7421e9d57b0e4a68aee1e514e6,pandas,24,0,0.0,3,17,144,80.7,-1,0.0,0.0,dead_hard,never_solved,17:0/8;81:0/8;144:0/8
pandas:d8c8cbb90544b77e5da1daa7274eba7bef3257b9,pandas,24,0,0.0,3,13,138,75.3,-1,0.0,0.0,dead_hard,never_solved,13:0/8;75:0/8;138:0/8
pandas:d8d1a474c7f9480edc18f219cc0f92b63f85906d,pandas,24,0,0.0,3,26,152,88.7,-1,0.0,0.0,dead_hard,never_solved,26:0/8;88:0/8;152:0/8
pandas:d90b73bdec5600d188d631150f83633f40c5b8a4,pandas,24,0,0.0,3,29,154,91.7,-1,0.0,0.0,dead_hard,never_solved,29:0/8;92:0/8;154:0/8
pandas:d94146cf5d5d9f899a31308d0a4d9e5d132f6442,pandas,24,0,0.0,3,46,171,108.3,-1,0.0,0.0,dead_hard,never_solved,46:0/8;108:0/8;171:0/8
pandas:d99d44a29194ba9487aa741297d41363d1d6f2e3,pandas,24,0,0.0,3,48,174,110.7,-1,0.0,0.0,dead_hard,never_solved,48:0/8;110:0/8;174:0/8
pandas:da6aadbb4038374795aeebc81a2ec21a1b6cf157,pandas,16,0,0.0,2,79,141,110.0,-1,0.0,0.0,dead_hard,never_solved,79:0/8;141:0/8
pandas:db1b45816d0871f75d90f9449757176573cbfec9,pandas,24,0,0.0,3,12,137,74.7,-1,0.0,0.0,dead_hard,never_solved,12:0/8;75:0/8;137:0/8
pandas:db6a491aacca46e892c990d42e839cef31ba07a2,pandas,24,0,0.0,3,29,154,91.7,-1,0.0,0.0,dead_hard,never_solved,29:0/8;92:0/8;154:0/8
pandas:db6e71bf4d36edf38072714059cac8af5086de57,pandas,24,0,0.0,3,26,152,89.0,-1,0.0,0.0,dead_hard,never_solved,26:0/8;89:0/8;152:0/8
pandas:dbee8faecf9a3ea65a2861e32c12695eae81f3e6,pandas,24,0,0.0,3,37,162,99.0,-1,0.0,0.0,dead_hard,never_solved,37:0/8;98:0/8;162:0/8
pandas:dbf8aaf4a3f3b41e5c1a402473df5da43813948f,pandas,16,0,0.0,2,60,122,91.0,-1,0.0,0.0,dead_hard,never_solved,60:0/8;122:0/8
pandas:dc703ce2462b5fe22c05de12cf805c3dd8d261a1,pandas,16,0,0.0,2,64,126,95.0,-1,0.0,0.0,dead_hard,never_solved,64:0/8;126:0/8
pandas:dd2e7212623a39b23dd53aec59292128d4466a5d,pandas,16,0,0.0,2,63,125,94.0,-1,0.0,0.0,dead_hard,never_solved,63:0/8;125:0/8
pandas:dd943c8bfdcc282ea1fdaa705127df176b02cbad,pandas,24,0,0.0,3,5,130,67.7,-1,0.0,0.0,dead_hard,never_solved,5:0/8;68:0/8;130:0/8
pandas:ddc644242e466046d1537fc77aeec1ab14aaea14,pandas,16,0,0.0,2,79,141,110.0,-1,0.0,0.0,dead_hard,never_solved,79:0/8;141:0/8
pandas:ddff84a5ddbf55b5f407976be359720804cd6981,pandas,24,0,0.0,3,53,179,115.7,-1,0.0,0.0,dead_hard,never_solved,53:0/8;115:0/8;179:0/8
pandas:deec940c2bdeec9fada54af16010d993af822954,pandas,24,0,0.0,3,43,168,105.0,-1,0.0,0.0,dead_hard,never_solved,43:0/8;104:0/8;168:0/8
pandas:defdb34bafa3900069d399ce597c0abbd4a2b0cc,pandas,24,0,0.0,3,9,134,72.0,-1,0.0,0.0,dead_hard,never_solved,9:0/8;73:0/8;134:0/8
pandas:df24c10c56fb57ad779667011bf07df6d7c5adf0,pandas,24,0,0.0,3,28,153,90.3,-1,0.0,0.0,dead_hard,never_solved,28:0/8;90:0/8;153:0/8
pandas:df5572c7b90d372524f63bb992dc7369b9c4554d,pandas,16,0,0.0,2,58,120,89.0,-1,0.0,0.0,dead_hard,never_solved,58:0/8;120:0/8
pandas:df8acf4201466e77572cdb8125683e75c4715f91,pandas,16,0,0.0,2,36,161,98.5,-1,0.0,0.0,dead_hard,never_solved,36:0/8;161:0/8
pandas:e1b95fa128203e6e21d3a1a6469c94e49f503e0c,pandas,24,0,0.0,3,9,134,71.7,-1,0.0,0.0,dead_hard,never_solved,9:0/8;72:0/8;134:0/8
pandas:e1ca66bae38b8026079dfcbe0edad5f278546608,pandas,24,0,0.0,3,51,177,113.7,-1,0.0,0.0,dead_hard,never_solved,51:0/8;113:0/8;177:0/8
pandas:e2717124aab1eea4f39ead15553ac3781b878adc,pandas,24,0,0.0,3,10,135,73.0,-1,0.0,0.0,dead_hard,never_solved,10:0/8;74:0/8;135:0/8
pandas:e4614cbb89d76ee2700a8125f3da2e65c2e66700,pandas,24,0,0.0,3,27,153,90.0,-1,0.0,0.0,dead_hard,never_solved,27:0/8;90:0/8;153:0/8
pandas:e464a88a90d1c4b61ac1f3f240ccc0a88347f04d,pandas,24,0,0.0,3,44,169,106.0,-1,0.0,0.0,dead_hard,never_solved,44:0/8;105:0/8;169:0/8
pandas:e5266af349d0c4daadca11a72697b086ca3a9230,pandas,16,0,0.0,2,35,161,98.0,-1,0.0,0.0,dead_hard,never_solved,35:0/8;161:0/8
pandas:e55b6980fd5c99087d0959952b22e74434e9f5e2,pandas,24,0,0.0,3,24,150,87.0,-1,0.0,0.0,dead_hard,never_solved,24:0/8;87:0/8;150:0/8
pandas:e58a19340881d0122fdc9e3ec400adb891a1be69,pandas,24,0,0.0,3,52,178,114.3,-1,0.0,0.0,dead_hard,never_solved,52:0/8;113:0/8;178:0/8
pandas:e64784f9d5dc727931467fdebdb1dc4a1b7bc3cc,pandas,16,0,0.0,2,59,120,89.5,-1,0.0,0.0,dead_hard,never_solved,59:0/8;120:0/8
pandas:e64b7eefbecbeda624f94ac815a231ddf99ec459,pandas,24,0,0.0,3,29,154,91.3,-1,0.0,0.0,dead_hard,never_solved,29:0/8;91:0/8;154:0/8
pandas:e66e5c338a9f458de743a4a1dd2dd3fe65603252,pandas,16,0,0.0,2,61,123,92.0,-1,0.0,0.0,dead_hard,never_solved,61:0/8;123:0/8
pandas:e71052cc40ebd3a8ce163320c47b8b8f7000b088,pandas,16,0,0.0,2,69,130,99.5,-1,0.0,0.0,dead_hard,never_solved,69:0/8;130:0/8
pandas:e7e5b61c9c2e47ca506abfe532f0028a8016f4df,pandas,24,0,0.0,3,29,154,91.3,-1,0.0,0.0,dead_hard,never_solved,29:0/8;91:0/8;154:0/8
pandas:e8085a70499c9297641a5135373d708a82e375fd,pandas,24,0,0.0,3,45,170,107.0,-1,0.0,0.0,dead_hard,never_solved,45:0/8;106:0/8;170:0/8
pandas:e89d18c81b5ca74425f63b189d52b656b963b377,pandas,8,0,0.0,1,56,56,56.0,-1,0.0,0.0,dead_hard,never_solved,56:0/8
pandas:e8b43b612669e984cf9ba13abe257f068c00dc43,pandas,16,0,0.0,2,60,121,90.5,-1,0.0,0.0,dead_hard,never_solved,60:0/8;121:0/8
pandas:e8f359348a601f303e19dc33fc66f0b602efce50,pandas,8,0,0.0,1,61,61,61.0,-1,0.0,0.0,dead_hard,never_solved,61:0/8
pandas:e9005c10022fdec599dd8323914d2097787272d2,pandas,16,0,0.0,2,28,91,59.5,-1,0.0,0.0,dead_hard,never_solved,28:0/8;91:0/8
pandas:ea9848ce782a5ebccb6de5aedd7ac3aef7b3a39d,pandas,8,0,0.0,1,56,56,56.0,-1,0.0,0.0,dead_hard,never_solved,56:0/8
pandas:eab2cfa73d33f24f15507f73a68c3c79b7172222,pandas,24,0,0.0,3,46,171,108.0,-1,0.0,0.0,dead_hard,never_solved,46:0/8;107:0/8;171:0/8
pandas:eb48e10e2116c078a2aa8d75c7b4c8ab70e3bffb,pandas,24,0,0.0,3,38,163,100.0,-1,0.0,0.0,dead_hard,never_solved,38:0/8;99:0/8;163:0/8
pandas:eb8c654800e037b956dbc00595f0ff1c63973152,pandas,24,0,0.0,3,8,133,70.7,-1,0.0,0.0,dead_hard,never_solved,8:0/8;71:0/8;133:0/8
pandas:eb9a3e81a946d5921e4458632e9632239ac8e8d1,pandas,24,0,0.0,3,18,144,81.0,-1,0.0,0.0,dead_hard,never_solved,18:0/8;81:0/8;144:0/8
pandas:ebb727e5cd8865a7f5d6cfb4b22d3278b6bf5e6b,pandas,24,0,0.0,3,4,129,66.7,-1,0.0,0.0,dead_hard,never_solved,4:0/8;67:0/8;129:0/8
pandas:ebe484a69c5dc6f501cce7769bfd28792cba83ba,pandas,24,0,0.0,3,37,162,99.0,-1,0.0,0.0,dead_hard,never_solved,37:0/8;98:0/8;162:0/8
pandas:ebf96681eebd11030640f7bc4d8693b3919cf802,pandas,24,0,0.0,3,15,140,77.7,-1,0.0,0.0,dead_hard,never_solved,15:0/8;78:0/8;140:0/8
pandas:ec2f0db987dd6fd8c9f0254db3b75bb1e6855560,pandas,16,0,0.0,2,3,128,65.5,-1,0.0,0.0,dead_hard,never_solved,3:0/8;128:0/8
pandas:ec3d78618627c5374307ac88ee3adea5a603054d,pandas,16,0,0.0,2,63,124,93.5,-1,0.0,0.0,dead_hard,never_solved,63:0/8;124:0/8
pandas:ec48bd4a74b9db0b88838fe13217bf65ead4bcbc,pandas,16,0,0.0,2,79,141,110.0,-1,0.0,0.0,dead_hard,never_solved,79:0/8;141:0/8
pandas:eca765563329802b142525e6b570d514ad03bcff,pandas,24,0,0.0,3,53,179,115.3,-1,0.0,0.0,dead_hard,never_solved,53:0/8;114:0/8;179:0/8
pandas:ecaa78dfe228d38f8f057858f12268961338592f,pandas,16,0,0.0,2,58,119,88.5,-1,0.0,0.0,dead_hard,never_solved,58:0/8;119:0/8
pandas:edbd4503f9fe4969a2ae3482edb65055ee0e20a3,pandas,24,0,0.0,3,37,162,99.0,-1,0.0,0.0,dead_hard,never_solved,37:0/8;98:0/8;162:0/8
pandas:ee2b8b564c10292a86202129295f1ebc47c9bafe,pandas,24,0,0.0,3,21,147,84.0,-1,0.0,0.0,dead_hard,never_solved,21:0/8;84:0/8;147:0/8
pandas:eeaf82880b0eecf40710e8a0db4db62c5268acf8,pandas,16,0,0.0,2,11,136,73.5,-1,0.0,0.0,dead_hard,never_solved,11:0/8;136:0/8
pandas:eeff2b0c3bbaab646bfe019810931975fff7cdab,pandas,24,0,0.0,3,52,178,114.3,-1,0.0,0.0,dead_hard,never_solved,52:0/8;113:0/8;178:0/8
pandas:ef7e7208d3e396ac574b8b027ca42f89ac99e449,pandas,24,0,0.0,3,49,175,111.7,-1,0.0,0.0,dead_hard,never_solved,49:0/8;111:0/8;175:0/8
pandas:f0814bcca41a116794ff926b571ec6c2d15685d7,pandas,16,0,0.0,2,4,129,66.5,-1,0.0,0.0,dead_hard,never_solved,4:0/8;129:0/8
pandas:f08a1e62e31fc11e7e5bd7bec72b7e6d86473423,pandas,24,0,0.0,3,42,167,104.3,-1,0.0,0.0,dead_hard,never_solved,42:0/8;104:0/8;167:0/8
pandas:f0a7d186dea0610ccf1fe06145a3702bce20ae8b,pandas,16,0,0.0,2,55,118,86.5,-1,0.0,0.0,dead_hard,never_solved,55:0/8;118:0/8
pandas:f0b2ff3c0397795c1dca976c3585eb03f1edc6dd,pandas,16,0,0.0,2,109,172,140.5,-1,0.0,0.0,dead_hard,never_solved,109:0/8;172:0/8
pandas:f1126610ab8a30ea58e7c5196b3c3be52b81ab85,pandas,24,0,0.0,3,31,156,93.3,-1,0.0,0.0,dead_hard,never_solved,31:0/8;93:0/8;156:0/8
pandas:f12567f8d436bd7d71c45af7194c470941916c0b,pandas,24,0,0.0,3,3,128,66.0,-1,0.0,0.0,dead_hard,never_solved,3:0/8;67:0/8;128:0/8
pandas:f15c4bc209da59e1b0ae80d0eea69bb2e1117985,pandas,24,0,0.0,3,50,176,112.3,-1,0.0,0.0,dead_hard,never_solved,50:0/8;111:0/8;176:0/8
pandas:f194094f51ce44f3a759058720c7b63291f419af,pandas,24,0,0.0,3,4,129,66.7,-1,0.0,0.0,dead_hard,never_solved,4:0/8;67:0/8;129:0/8
pandas:f1aaf62f181e19d716bc0ade018a8081c1c02d83,pandas,16,0,0.0,2,28,90,59.0,-1,0.0,0.0,dead_hard,never_solved,28:0/8;90:0/8
pandas:f1b255d91bf5812185cedc6c6b52fbf7b0012dff,pandas,24,0,0.0,3,19,145,82.0,-1,0.0,0.0,dead_hard,never_solved,19:0/8;82:0/8;145:0/8
pandas:f2bcb9f0060d030085cdbaeeb638664c6f73e636,pandas,24,0,0.0,3,30,155,92.3,-1,0.0,0.0,dead_hard,never_solved,30:0/8;92:0/8;155:0/8
pandas:f34fe6244e941c8701f9c0d243277ff075c58f05,pandas,8,0,0.0,1,122,122,122.0,-1,0.0,0.0,dead_hard,never_solved,122:0/8
pandas:f3cce60b2d77deacccd5900c02ac40366d5e6247,pandas,16,0,0.0,2,60,122,91.0,-1,0.0,0.0,dead_hard,never_solved,60:0/8;122:0/8
pandas:f43a8434fdb5b1c1f66a4590c2b71658710b5eb0,pandas,16,0,0.0,2,63,125,94.0,-1,0.0,0.0,dead_hard,never_solved,63:0/8;125:0/8
pandas:f4898144ca57bede86b50b95024751caa10dc23e,pandas,8,0,0.0,1,57,57,57.0,-1,0.0,0.0,dead_hard,never_solved,57:0/8
pandas:f4ca4d3d0ea6a907262f8c842c691115b13d4cb7,pandas,24,0,0.0,3,34,159,96.0,-1,0.0,0.0,dead_hard,never_solved,34:0/8;95:0/8;159:0/8
pandas:f51c131e90ed2ad2bae5605fc1bf5e5e4da758ea,pandas,24,0,0.0,3,17,143,80.3,-1,0.0,0.0,dead_hard,never_solved,17:0/8;81:0/8;143:0/8
pandas:f63e7b82177e8455d77e23359f3927a01b6ae76b,pandas,24,0,0.0,3,17,143,80.3,-1,0.0,0.0,dead_hard,never_solved,17:0/8;81:0/8;143:0/8
pandas:f6a4f299b4af40ea88607db817ce3f5e28a6a362,pandas,24,0,0.0,3,14,139,76.3,-1,0.0,0.0,dead_hard,never_solved,14:0/8;76:0/8;139:0/8
pandas:f77a0e64044eeb539ebf04cdca06edf575e0a5d2,pandas,8,0,0.0,1,56,56,56.0,-1,0.0,0.0,dead_hard,never_solved,56:0/8
pandas:f7bda1734cde43adb2e867304668e56e14c17a9f,pandas,8,0,0.0,1,123,123,123.0,-1,0.0,0.0,dead_hard,never_solved,123:0/8
pandas:f7c3dd293d7399bfeede57643b04d728f7efec64,pandas,24,0,0.0,3,29,154,91.3,-1,0.0,0.0,dead_hard,never_solved,29:0/8;91:0/8;154:0/8
pandas:f7e2b74f1bcc1d1cbebbc42481e33f0abb2843dc,pandas,16,0,0.0,2,72,134,103.0,-1,0.0,0.0,dead_hard,never_solved,72:0/8;134:0/8
pandas:f82b1c6329a1c2de20e453e6bae5fbe0beb69360,pandas,24,0,0.0,3,7,132,69.7,-1,0.0,0.0,dead_hard,never_solved,7:0/8;70:0/8;132:0/8
pandas:f8f0e6101c3a6347513e250703569dcbe4f0a929,pandas,24,0,0.0,3,20,146,83.3,-1,0.0,0.0,dead_hard,never_solved,20:0/8;84:0/8;146:0/8
pandas:f9f95c0762af2c114ed27d21288c9d25ab49634d,pandas,8,0,0.0,1,4,4,4.0,-1,0.0,0.0,dead_hard,never_solved,4:0/8
pandas:f9fb02ec2c36c82d7a80ba2e0b78c6a206ab6b75,pandas,24,0,0.0,3,21,147,84.0,-1,0.0,0.0,dead_hard,never_solved,21:0/8;84:0/8;147:0/8
pandas:fa76d819252733065e4311eb03e5beea66d3792c,pandas,24,0,0.0,3,46,171,108.0,-1,0.0,0.0,dead_hard,never_solved,46:0/8;107:0/8;171:0/8
pandas:facd756fb0e6a2d9a8ac934ae4295c40a0c30102,pandas,8,0,0.0,1,5,5,5.0,-1,0.0,0.0,dead_hard,never_solved,5:0/8
pandas:fb324777ea182c0f13e7c9173eaed48ddd3a4c64,pandas,24,0,0.0,3,31,156,93.3,-1,0.0,0.0,dead_hard,never_solved,31:0/8;93:0/8;156:0/8
pandas:fba672389b74ca4afece56040ae079a1f2b71544,pandas,16,0,0.0,2,61,123,92.0,-1,0.0,0.0,dead_hard,never_solved,61:0/8;123:0/8
pandas:fc1df2ef14aea856f2677160b72d08fdebf5be47,pandas,24,0,0.0,3,19,145,82.0,-1,0.0,0.0,dead_hard,never_solved,19:0/8;82:0/8;145:0/8
pandas:fcfd19fa07b3193198e3dfaa23a241fcb61d5fc4,pandas,24,0,0.0,3,29,154,91.3,-1,0.0,0.0,dead_hard,never_solved,29:0/8;91:0/8;154:0/8
pandas:fd9ec6c71d3acd871e533b9f30a102d354a00c7b,pandas,24,0,0.0,3,54,180,116.7,-1,0.0,0.0,dead_hard,never_solved,54:0/8;116:0/8;180:0/8
pandas:fe178189e589711559a3064fcefa4d330b7f41fa,pandas,16,0,0.0,2,64,125,94.5,-1,0.0,0.0,dead_hard,never_solved,64:0/8;125:0/8
pandas:fe8276bdec98b11cac82279a39b02333b0ab61eb,pandas,24,0,0.0,3,33,158,95.0,-1,0.0,0.0,dead_hard,never_solved,33:0/8;94:0/8;158:0/8
pandas:fe934d8dba3414a3fa460669c572e603bd8fd299,pandas,16,0,0.0,2,69,130,99.5,-1,0.0,0.0,dead_hard,never_solved,69:0/8;130:0/8
pandas:fe97cadc4803be0b076a9ec001ba29433133eed4,pandas,24,0,0.0,3,52,178,114.3,-1,0.0,0.0,dead_hard,never_solved,52:0/8;113:0/8;178:0/8
pandas:ff11c056f0a3d5a7ee2a20b52f85c9c04af95e38,pandas,24,0,0.0,3,37,162,99.3,-1,0.0,0.0,dead_hard,never_solved,37:0/8;99:0/8;162:0/8
